Crop_Type,Soil_Type,Nitrogen_N,Phosphorus_P,Potassium_K,pH_Level,Temperature_C,Humidity_%,Soil_Moisture_%,Rainfall_mm,Fertilizer_Recommendation,Irrigation_Method,Water_Requirement_mm
Pomegranate,Sandy,63,34,92,6.0,31,64,41,94,Organic Compost / General,Drip,0.0
Jute,Clay,54,38,31,5.5,19,69,52,138,Organic Compost / General,Flood,0.0
Pomegranate,Sandy,81,53,90,7.5,37,65,30,34,Organic Compost / General,Drip,2.8
Grapes,Sandy Loam,66,48,138,6.5,16,41,33,56,Organic Compost / General,Drip,0.0
Rice,Clay,89,45,80,5.7,29,37,61,121,Organic Compost / General,Flood,0.0
Kidneybeans,Sandy Loam,10,43,2,5.3,29,75,79,133,MOP,Sprinkler,0.0
Lentil,Loamy,15,36,9,5.9,23,44,88,7,Organic Compost / General,Sprinkler,0.0
Coconut,Red,99,44,151,6.4,31,49,33,0,Organic Compost / General,Basin,48.0
Jute,Clay,78,34,68,6.4,17,85,72,78,Organic Compost / General,Flood,0.0
Mungbean,Sandy Loam,0,23,46,7.5,36,86,72,64,Ammonium Sulphate,Sprinkler,0.0
Pigeonpeas,Loamy,0,46,46,6.2,18,42,80,248,Organic Compost / General,Drip,0.0
Mango,Loamy,86,25,77,7.4,26,90,28,249,Organic Compost / General,Drip,0.0
Watermelon,Sandy,66,58,86,5.8,35,59,94,6,Organic Compost / General,Drip,0.0
Kidneybeans,Sandy Loam,58,48,19,5.3,25,65,54,188,Organic Compost / General,Sprinkler,0.0
Lentil,Loamy,68,8,1,7.0,21,51,86,106,DAP,Sprinkler,0.0
Orange,Black,59,20,90,7.4,24,82,64,149,Urea,Drip,0.0
Grapes,Sandy Loam,73,57,154,6.9,27,57,94,243,Organic Compost / General,Drip,0.0
Coconut,Red,108,29,121,5.2,15,63,35,43,SSP,Basin,10.6
Cotton,Black,93,46,58,7.2,18,52,23,6,Organic Compost / General,Drip,40.5
Maize,Sandy Loam,81,56,28,5.7,34,42,44,126,Organic Compost / General,Furrow,0.0
Coconut,Red,96,63,132,5.4,30,71,88,136,Organic Compost / General,Basin,0.0
Coffee,Red,84,6,107,6.6,35,65,63,43,DAP,Sprinkler,0.0
Banana,Clay,107,81,175,7.1,19,43,54,92,Urea,Drip,0.0
Banana,Clay,119,73,169,7.2,21,31,71,155,MOP,Drip,0.0
Orange,Black,100,42,91,6.7,30,42,88,54,Organic Compost / General,Drip,0.0
Orange,Black,74,59,84,7.0,26,40,62,166,Organic Compost / General,Drip,0.0
Lentil,Loamy,21,20,33,6.6,21,43,81,107,SSP,Sprinkler,0.0
Pigeonpeas,Loamy,0,70,22,7.4,38,63,82,47,Organic Compost / General,Drip,0.0
Maize,Sandy Loam,76,34,43,6.3,36,82,27,137,Urea,Furrow,0.0
Mango,Loamy,89,30,80,6.0,16,57,25,171,Organic Compost / General,Drip,0.0
Mothbeans,Sandy,0,37,0,6.3,26,30,47,215,Organic Compost / General,Drip,0.0
Chickpea,Loamy,0,30,53,7.1,24,42,61,129,Ammonium Sulphate,Sprinkler,0.0
Grapes,Sandy Loam,26,43,149,6.5,19,66,56,52,Urea,Drip,0.0
Lentil,Loamy,0,23,28,7.4,32,47,65,147,Ammonium Sulphate,Sprinkler,0.0
Mothbeans,Sandy,45,7,20,7.8,26,61,32,102,DAP,Drip,0.0
Grapes,Sandy Loam,62,63,138,5.9,30,46,62,142,Organic Compost / General,Drip,0.0
Chickpea,Loamy,2,29,19,5.9,25,54,53,113,DAP,Sprinkler,0.0
Mango,Loamy,79,25,112,5.8,23,83,43,223,Organic Compost / General,Drip,0.0
Rice,Clay,106,53,31,5.0,35,33,80,161,Organic Compost / General,Flood,0.0
Pomegranate,Sandy,60,24,127,7.8,15,47,31,75,SSP,Drip,0.0
Apple,Clay Loam,91,30,112,7.2,31,43,57,24,Organic Compost / General,Drip,0.0
Pomegranate,Sandy,48,38,103,7.5,23,78,71,243,Organic Compost / General,Drip,0.0
Coffee,Red,78,35,48,6.5,25,41,23,60,MOP,Sprinkler,7.5
Chickpea,Loamy,27,50,21,6.5,30,77,43,195,Organic Compost / General,Sprinkler,0.0
Banana,Clay,97,63,177,5.7,32,56,24,88,Urea,Drip,0.0
Cotton,Black,98,41,36,7.4,27,56,44,15,Organic Compost / General,Drip,9.0
Jute,Clay,67,42,38,7.1,23,66,23,183,Organic Compost / General,Flood,0.0
Apple,Clay Loam,69,28,120,5.7,24,61,95,215,Ammonium Sulphate,Drip,0.0
Pomegranate,Sandy,60,59,95,7.7,16,56,66,146,Organic Compost / General,Drip,0.0
Apple,Clay Loam,83,24,58,7.0,18,60,76,243,MOP,Drip,0.0
Orange,Black,71,47,106,6.6,24,90,38,140,Organic Compost / General,Drip,0.0
Apple,Clay Loam,37,44,94,6.9,32,36,79,177,Urea,Drip,0.0
Jute,Clay,83,6,24,6.4,25,73,58,173,DAP,Flood,0.0
Chickpea,Loamy,0,45,26,7.2,35,61,35,231,Organic Compost / General,Sprinkler,0.0
Apple,Clay Loam,81,37,97,5.5,34,37,30,104,Organic Compost / General,Drip,0.0
Pigeonpeas,Loamy,6,44,21,7.7,24,35,58,86,Organic Compost / General,Drip,0.0
Kidneybeans,Sandy Loam,2,41,14,6.1,28,44,73,191,Organic Compost / General,Sprinkler,0.0
Grapes,Sandy Loam,53,52,128,7.8,20,72,47,114,Organic Compost / General,Drip,0.0
Banana,Clay,156,80,169,5.5,25,68,41,21,MOP,Drip,26.7
Muskmelon,Sandy Loam,58,29,82,6.5,26,46,75,109,Ammonium Sulphate,Drip,0.0
Maize,Sandy Loam,112,61,77,5.3,15,86,53,34,Organic Compost / General,Furrow,0.0
Cotton,Black,81,47,71,7.0,18,38,70,162,Organic Compost / General,Drip,0.0
Grapes,Sandy Loam,67,53,129,5.7,31,56,83,171,Organic Compost / General,Drip,0.0
Mungbean,Sandy Loam,5,44,32,7.0,33,89,34,16,Organic Compost / General,Sprinkler,9.0
Chickpea,Loamy,0,22,43,7.0,34,41,22,105,DAP,Sprinkler,0.0
Coffee,Red,70,27,102,5.4,19,68,44,104,Organic Compost / General,Sprinkler,0.0
Blackgram,Loamy,27,48,44,7.0,27,52,61,176,Organic Compost / General,Furrow,0.0
Orange,Black,64,55,118,5.7,36,60,34,240,Organic Compost / General,Drip,0.0
Coffee,Red,63,42,63,4.5,31,32,95,68,Organic Compost / General,Sprinkler,0.0
Papaya,Loamy,109,49,84,6.3,16,37,40,11,Organic Compost / General,Drip,30.0
Banana,Clay,88,48,178,7.4,32,62,87,204,NPK 10-26-26,Drip,0.0
Lentil,Loamy,56,45,61,5.7,34,64,45,145,Organic Compost / General,Sprinkler,0.0
Chickpea,Loamy,0,54,57,6.5,24,77,92,218,Organic Compost / General,Sprinkler,0.0
Jute,Clay,50,27,28,7.5,25,77,73,14,Organic Compost / General,Flood,10.5
Banana,Clay,103,79,197,7.2,28,69,52,59,Urea,Drip,0.0
Mungbean,Sandy Loam,14,56,33,5.9,19,79,78,63,Organic Compost / General,Sprinkler,0.0
Orange,Black,74,45,97,7.2,35,41,21,10,Organic Compost / General,Drip,51.0
Jute,Clay,43,41,31,6.4,16,42,92,128,Organic Compost / General,Flood,0.0
Jute,Clay,34,37,17,6.3,26,47,45,233,Urea,Flood,0.0
Rice,Clay,110,20,36,7.1,15,69,87,154,SSP,Flood,0.0
Pomegranate,Sandy,42,32,55,6.5,16,46,83,235,MOP,Drip,0.0
Papaya,Loamy,101,52,64,6.1,28,54,31,81,Organic Compost / General,Drip,0.0
Papaya,Loamy,102,52,68,6.5,33,77,69,10,Organic Compost / General,Drip,0.0
Cotton,Black,97,46,35,8.0,20,70,71,117,Organic Compost / General,Drip,0.0
Mango,Loamy,108,21,62,5.2,25,49,76,87,MOP,Drip,0.0
Pigeonpeas,Loamy,25,84,28,5.8,21,59,56,220,Organic Compost / General,Drip,0.0
Lentil,Loamy,28,44,15,6.4,33,59,51,197,Organic Compost / General,Sprinkler,0.0
Watermelon,Sandy,88,41,64,6.6,18,90,70,24,Organic Compost / General,Drip,0.0
Mango,Loamy,100,11,99,5.2,17,65,34,51,SSP,Drip,0.0
Muskmelon,Sandy Loam,65,35,67,6.6,25,38,52,75,Organic Compost / General,Drip,0.0
Orange,Black,41,14,96,6.6,17,45,24,213,Urea,Drip,0.0
Grapes,Sandy Loam,45,21,171,7.2,30,60,30,214,DAP,Drip,0.0
Muskmelon,Sandy Loam,90,46,51,6.4,28,36,42,138,MOP,Drip,0.0
Coconut,Red,114,25,110,5.7,20,56,90,160,MOP,Basin,0.0
Banana,Clay,134,40,181,7.4,37,86,41,191,SSP,Drip,0.0
Rice,Clay,65,62,44,6.3,21,83,74,2,Organic Compost / General,Flood,16.5
Mango,Loamy,103,42,97,6.2,29,72,85,107,Organic Compost / General,Drip,0.0
Pomegranate,Sandy,48,34,115,6.1,29,46,40,202,Organic Compost / General,Drip,0.0
Muskmelon,Sandy Loam,87,47,84,7.8,18,58,76,205,Organic Compost / General,Drip,0.0
Pigeonpeas,Loamy,10,45,15,6.5,34,40,50,159,Organic Compost / General,Drip,0.0
Rice,Clay,66,38,51,6.5,35,37,41,111,Organic Compost / General,Flood,0.0
Mungbean,Sandy Loam,0,39,45,7.0,32,77,24,221,Organic Compost / General,Sprinkler,0.0
Orange,Black,91,58,89,5.7,23,74,34,53,Organic Compost / General,Drip,0.0
Papaya,Loamy,112,43,29,6.4,26,74,59,166,MOP,Drip,0.0
Apple,Clay Loam,88,19,126,5.2,20,38,33,226,DAP,Drip,0.0
Apple,Clay Loam,55,62,99,5.9,24,72,28,50,Urea,Drip,8.0
Pomegranate,Sandy,52,31,89,7.4,37,84,27,55,Organic Compost / General,Drip,0.0
Chickpea,Loamy,1,53,45,7.8,30,32,88,0,Organic Compost / General,Sprinkler,0.0
Mango,Loamy,76,40,116,5.8,30,78,80,181,Organic Compost / General,Drip,0.0
Coconut,Red,122,48,146,5.6,37,31,21,131,Organic Compost / General,Basin,0.0
Muskmelon,Sandy Loam,48,47,77,7.6,22,33,72,209,Urea,Drip,0.0
Papaya,Loamy,88,34,85,6.1,19,38,68,224,SSP,Drip,0.0
Mango,Loamy,81,23,76,7.4,35,57,72,80,Organic Compost / General,Drip,0.0
Papaya,Loamy,93,35,51,6.0,23,74,62,196,SSP,Drip,0.0
Maize,Sandy Loam,93,66,41,6.6,34,53,88,181,Organic Compost / General,Furrow,0.0
Coffee,Red,91,33,43,5.3,35,80,43,229,MOP,Sprinkler,0.0
Papaya,Loamy,67,65,37,6.4,32,81,93,129,MOP,Drip,0.0
Watermelon,Sandy,64,66,53,6.5,23,60,84,104,MOP,Drip,0.0
Coconut,Red,131,66,146,5.2,21,76,76,64,Organic Compost / General,Basin,0.0
Banana,Clay,169,41,192,7.6,17,39,55,123,SSP,Drip,0.0
Jute,Clay,67,31,38,6.2,35,49,95,171,Organic Compost / General,Flood,0.0
Apple,Clay Loam,101,36,99,6.0,28,52,94,51,Organic Compost / General,Drip,0.0
Coffee,Red,95,32,111,6.4,35,68,60,130,Organic Compost / General,Sprinkler,0.0
Mungbean,Sandy Loam,29,10,51,7.7,37,81,79,40,DAP,Sprinkler,0.0
Kidneybeans,Sandy Loam,51,43,0,6.5,37,87,38,201,MOP,Sprinkler,0.0
Coconut,Red,114,14,123,7.3,30,39,52,224,DAP,Basin,0.0
Mothbeans,Sandy,4,53,30,8.3,33,84,60,222,Organic Compost / General,Drip,0.0
Watermelon,Sandy,49,33,128,5.6,28,34,88,101,Organic Compost / General,Drip,0.0
Lentil,Loamy,25,44,10,7.4,16,34,60,134,Organic Compost / General,Sprinkler,0.0
Chickpea,Loamy,7,48,19,7.0,24,44,63,193,Organic Compost / General,Sprinkler,0.0
Papaya,Loamy,71,74,88,7.0,34,83,42,44,Organic Compost / General,Drip,0.0
Lentil,Loamy,9,13,1,7.0,33,75,94,207,DAP,Sprinkler,0.0
Lentil,Loamy,25,52,13,7.5,17,32,66,237,Organic Compost / General,Sprinkler,0.0
Cotton,Black,99,28,48,8.1,23,71,32,112,SSP,Drip,0.0
Pomegranate,Sandy,62,27,79,6.5,38,73,32,97,SSP,Drip,0.0
Banana,Clay,120,61,214,7.2,30,76,78,45,Organic Compost / General,Drip,0.0
Muskmelon,Sandy Loam,83,2,47,6.9,18,86,72,20,DAP,Drip,0.0
Lentil,Loamy,12,8,45,6.7,34,74,40,96,DAP,Sprinkler,0.0
Coconut,Red,106,33,157,5.6,32,61,84,19,Organic Compost / General,Basin,0.0
Mango,Loamy,76,31,142,7.5,26,87,24,201,Organic Compost / General,Drip,0.0
Mungbean,Sandy Loam,0,52,16,6.4,35,54,40,193,Organic Compost / General,Sprinkler,0.0
Maize,Sandy Loam,116,48,36,6.0,25,52,63,178,Organic Compost / General,Furrow,0.0
Pigeonpeas,Loamy,0,46,48,7.6,26,42,62,61,Organic Compost / General,Drip,0.0
Kidneybeans,Sandy Loam,0,21,53,6.6,38,87,67,7,Ammonium Sulphate,Sprinkler,0.0
Apple,Clay Loam,64,38,120,6.6,17,38,62,112,Organic Compost / General,Drip,0.0
Mango,Loamy,79,6,72,6.5,35,67,90,182,DAP,Drip,0.0
Cotton,Black,83,42,52,5.8,32,47,69,166,Organic Compost / General,Drip,0.0
Cotton,Black,111,41,45,7.9,21,47,79,4,Organic Compost / General,Drip,0.0
Muskmelon,Sandy Loam,81,72,34,6.9,30,82,26,48,MOP,Drip,0.0
Mungbean,Sandy Loam,35,39,51,6.7,30,47,46,249,Organic Compost / General,Sprinkler,0.0
Kidneybeans,Sandy Loam,38,32,10,5.7,25,53,36,3,Organic Compost / General,Sprinkler,13.5
Pigeonpeas,Loamy,42,41,19,7.0,22,55,59,225,Organic Compost / General,Drip,0.0
Pigeonpeas,Loamy,0,71,22,7.1,26,90,48,215,Organic Compost / General,Drip,0.0
Rice,Clay,99,55,56,5.8,26,69,87,138,Organic Compost / General,Flood,0.0
Banana,Clay,114,39,176,6.7,18,33,82,102,NPK 10-26-26,Drip,0.0
Coffee,Red,58,13,68,4.7,26,89,68,129,Urea,Sprinkler,0.0
Orange,Black,71,30,112,7.8,22,59,53,67,Organic Compost / General,Drip,0.0
Coconut,Red,117,38,149,7.2,25,83,52,214,Organic Compost / General,Basin,0.0
Coconut,Red,105,77,126,5.2,24,48,34,6,Organic Compost / General,Basin,46.5
Watermelon,Sandy,28,36,76,6.4,36,78,86,116,Urea,Drip,0.0
Pomegranate,Sandy,22,37,82,6.3,17,70,67,12,Urea,Drip,0.0
Pomegranate,Sandy,43,24,81,6.3,16,73,71,24,Ammonium Sulphate,Drip,0.0
Mango,Loamy,73,18,79,5.7,33,36,72,226,Ammonium Sulphate,Drip,0.0
Cotton,Black,86,46,69,7.9,30,50,83,192,Organic Compost / General,Drip,0.0
Orange,Black,96,43,59,7.0,19,75,88,234,MOP,Drip,0.0
Jute,Clay,40,49,41,5.6,25,52,45,129,Organic Compost / General,Flood,0.0
Coconut,Red,120,44,161,5.1,26,67,64,200,Organic Compost / General,Basin,0.0
Mothbeans,Sandy,6,6,26,6.1,24,30,46,237,DAP,Drip,0.0
Cotton,Black,99,61,36,6.1,37,61,55,102,Organic Compost / General,Drip,0.0
Muskmelon,Sandy Loam,108,28,121,7.4,16,82,94,212,SSP,Drip,0.0
Lentil,Loamy,36,51,0,7.2,27,51,51,170,Organic Compost / General,Sprinkler,0.0
Blackgram,Loamy,16,22,0,7.3,35,30,40,84,SSP,Furrow,0.0
Papaya,Loamy,69,57,83,6.8,25,69,40,194,Organic Compost / General,Drip,0.0
Pigeonpeas,Loamy,45,70,24,6.6,35,35,40,247,Organic Compost / General,Drip,0.0
Mango,Loamy,79,0,121,6.7,23,46,63,229,DAP,Drip,0.0
Kidneybeans,Sandy Loam,0,49,47,5.5,36,78,46,116,Organic Compost / General,Sprinkler,0.0
Mungbean,Sandy Loam,15,26,40,6.4,24,55,77,109,SSP,Sprinkler,0.0
Maize,Sandy Loam,114,49,32,6.6,30,82,43,59,Organic Compost / General,Furrow,0.0
Lentil,Loamy,7,54,47,7.4,22,41,78,52,Organic Compost / General,Sprinkler,0.0
Mothbeans,Sandy,30,32,0,7.4,23,35,29,239,Organic Compost / General,Drip,0.0
Cotton,Black,100,65,59,5.8,32,85,72,220,Organic Compost / General,Drip,0.0
Mungbean,Sandy Loam,9,49,17,6.9,28,42,75,180,Organic Compost / General,Sprinkler,0.0
Watermelon,Sandy,53,48,95,6.9,17,50,31,134,Organic Compost / General,Drip,0.0
Banana,Clay,106,60,223,6.6,36,66,93,74,Urea,Drip,0.0
Pomegranate,Sandy,47,5,72,6.9,21,69,56,131,NPK 10-26-26,Drip,0.0
Apple,Clay Loam,64,57,115,7.0,34,80,49,131,Organic Compost / General,Drip,0.0
Apple,Clay Loam,92,26,124,5.9,17,83,47,196,SSP,Drip,0.0
Maize,Sandy Loam,113,44,48,7.3,37,50,84,134,Organic Compost / General,Furrow,0.0
Grapes,Sandy Loam,58,64,114,6.2,27,59,87,155,MOP,Drip,0.0
Banana,Clay,145,79,224,7.0,18,30,61,188,Organic Compost / General,Drip,0.0
Mothbeans,Sandy,21,0,18,6.1,23,62,29,135,DAP,Drip,0.0
Muskmelon,Sandy Loam,89,44,98,7.2,29,81,59,79,Organic Compost / General,Drip,0.0
Orange,Black,82,38,94,5.6,24,47,93,174,Organic Compost / General,Drip,0.0
Pigeonpeas,Loamy,0,59,10,7.4,20,76,26,137,Organic Compost / General,Drip,0.0
Chickpea,Loamy,16,44,6,7.7,26,80,55,87,MOP,Sprinkler,0.0
Jute,Clay,46,42,49,6.8,16,66,45,174,Organic Compost / General,Flood,0.0
Chickpea,Loamy,3,68,33,7.7,18,72,72,2,Organic Compost / General,Sprinkler,0.0
Pomegranate,Sandy,49,44,133,7.4,35,79,58,187,Organic Compost / General,Drip,0.0
Coffee,Red,64,46,57,6.9,15,55,81,69,Organic Compost / General,Sprinkler,0.0
Mango,Loamy,47,51,98,5.6,29,87,69,147,Urea,Drip,0.0
Cotton,Black,96,41,24,6.4,27,64,31,22,MOP,Drip,10.9
Papaya,Loamy,84,65,75,6.8,22,39,79,136,Organic Compost / General,Drip,0.0
Blackgram,Loamy,0,61,16,6.6,22,76,79,217,Organic Compost / General,Furrow,0.0
Maize,Sandy Loam,101,32,45,6.4,24,85,86,73,SSP,Furrow,0.0
Mungbean,Sandy Loam,8,15,27,5.9,31,60,40,2,DAP,Sprinkler,0.0
Watermelon,Sandy,60,51,73,6.7,34,87,80,2,Organic Compost / General,Drip,0.0
Muskmelon,Sandy Loam,48,8,80,5.7,25,32,38,21,Urea,Drip,1.2
Coconut,Red,123,45,171,7.1,17,45,74,126,Organic Compost / General,Basin,0.0
Muskmelon,Sandy Loam,63,80,71,6.9,31,63,22,190,Organic Compost / General,Drip,0.0
Chickpea,Loamy,32,13,7,7.3,22,58,89,211,DAP,Sprinkler,0.0
Rice,Clay,73,41,15,5.5,32,59,61,11,MOP,Flood,36.0
Lentil,Loamy,7,26,23,6.3,29,75,86,70,Ammonium Sulphate,Sprinkler,0.0
Watermelon,Sandy,63,29,74,6.0,35,42,29,139,SSP,Drip,0.0
Jute,Clay,99,53,47,7.1,19,58,58,147,Organic Compost / General,Flood,0.0
Mungbean,Sandy Loam,0,60,10,7.6,20,77,69,176,Organic Compost / General,Sprinkler,0.0
Mango,Loamy,81,41,90,6.6,24,63,32,182,Organic Compost / General,Drip,0.0
Blackgram,Loamy,0,30,10,7.7,24,31,82,170,Organic Compost / General,Furrow,0.0
Jute,Clay,43,13,0,6.7,22,50,74,217,NPK 10-26-26,Flood,0.0
Lentil,Loamy,2,59,5,6.4,33,63,35,242,Organic Compost / General,Sprinkler,0.0
Coconut,Red,54,52,115,7.2,31,62,25,88,Urea,Basin,0.0
Mungbean,Sandy Loam,4,26,40,6.6,24,64,91,135,Ammonium Sulphate,Sprinkler,0.0
Pomegranate,Sandy,93,66,86,6.9,18,57,26,4,Organic Compost / General,Drip,36.0
Orange,Black,80,27,82,7.6,33,44,52,188,SSP,Drip,0.0
Pomegranate,Sandy,35,46,86,7.4,30,30,26,141,Urea,Drip,0.0
Kidneybeans,Sandy Loam,0,71,11,5.8,31,84,42,230,Organic Compost / General,Sprinkler,0.0
Mothbeans,Sandy,0,30,26,8.2,20,63,37,65,Organic Compost / General,Drip,0.0
Papaya,Loamy,105,51,106,5.8,36,48,23,60,Organic Compost / General,Drip,7.5
Kidneybeans,Sandy Loam,22,14,3,6.2,16,69,33,216,DAP,Sprinkler,0.0
Apple,Clay Loam,70,47,107,5.5,37,35,84,125,Organic Compost / General,Drip,0.0
Mothbeans,Sandy,0,27,36,7.1,34,34,26,35,Organic Compost / General,Drip,0.0
Pomegranate,Sandy,56,41,70,7.7,16,31,73,51,Organic Compost / General,Drip,0.0
Cotton,Black,91,40,37,7.7,15,50,20,141,Organic Compost / General,Drip,0.0
Banana,Clay,135,72,221,6.3,28,33,24,153,Organic Compost / General,Drip,0.0
Rice,Clay,73,35,30,6.3,26,77,70,126,Organic Compost / General,Flood,0.0
Chickpea,Loamy,56,61,10,7.5,27,33,86,28,Organic Compost / General,Sprinkler,0.0
Blackgram,Loamy,21,24,9,6.4,31,64,73,169,SSP,Furrow,0.0
Banana,Clay,135,70,226,6.8,22,60,89,49,Organic Compost / General,Drip,0.0
Papaya,Loamy,108,55,67,7.5,15,66,52,127,Organic Compost / General,Drip,0.0
Watermelon,Sandy,61,26,48,7.1,31,84,84,134,MOP,Drip,0.0
Mango,Loamy,109,68,58,5.6,33,43,35,86,MOP,Drip,0.0
Banana,Clay,89,48,177,7.6,32,62,33,166,NPK 10-26-26,Drip,0.0
Pomegranate,Sandy,87,43,49,6.6,25,33,42,133,MOP,Drip,0.0
Pigeonpeas,Loamy,6,35,40,7.8,16,49,35,200,Ammonium Sulphate,Drip,0.0
Muskmelon,Sandy Loam,86,68,41,6.5,35,52,35,54,MOP,Drip,0.0
Kidneybeans,Sandy Loam,0,17,1,5.8,36,63,46,138,DAP,Sprinkler,0.0
Cotton,Black,85,43,34,7.0,30,66,22,249,Organic Compost / General,Drip,0.0
Orange,Black,58,50,96,7.9,25,64,65,143,Urea,Drip,0.0
Apple,Clay Loam,101,50,135,6.7,21,41,49,178,Organic Compost / General,Drip,0.0
Chickpea,Loamy,59,46,20,7.8,15,30,91,120,Organic Compost / General,Sprinkler,0.0
Mothbeans,Sandy,20,48,27,6.8,16,61,93,171,Organic Compost / General,Drip,0.0
Coconut,Red,115,68,155,6.3,20,49,52,118,Organic Compost / General,Basin,0.0
Lentil,Loamy,7,32,0,6.5,19,50,92,22,Organic Compost / General,Sprinkler,0.0
Chickpea,Loamy,3,31,38,7.5,29,53,35,173,Ammonium Sulphate,Sprinkler,0.0
Blackgram,Loamy,12,49,32,6.4,38,32,47,112,Organic Compost / General,Furrow,0.0
Coffee,Red,80,50,71,5.5,37,72,51,18,Organic Compost / General,Sprinkler,13.5
Banana,Clay,147,69,170,6.6,15,49,44,59,Organic Compost / General,Drip,0.0
Pomegranate,Sandy,30,31,103,6.2,26,39,50,117,Urea,Drip,0.0
Pigeonpeas,Loamy,0,63,48,6.1,36,70,68,23,Organic Compost / General,Drip,0.0
Apple,Clay Loam,56,29,128,5.3,36,75,64,174,Urea,Drip,0.0
Banana,Clay,113,55,175,6.1,29,81,78,6,Organic Compost / General,Drip,0.0
Watermelon,Sandy,23,25,114,5.9,22,49,63,228,Urea,Drip,0.0
Jute,Clay,86,32,20,6.4,24,49,40,147,Organic Compost / General,Flood,0.0
Papaya,Loamy,140,62,98,7.5,23,53,41,186,Organic Compost / General,Drip,0.0
Cotton,Black,88,46,59,6.9,34,48,95,81,Organic Compost / General,Drip,0.0
Banana,Clay,139,55,205,6.8,15,35,74,132,Organic Compost / General,Drip,0.0
Banana,Clay,159,60,202,5.5,34,38,26,1,Organic Compost / General,Drip,66.0
Apple,Clay Loam,91,44,104,5.8,36,77,37,81,Organic Compost / General,Drip,0.0
Mango,Loamy,76,28,96,5.0,30,74,74,125,Organic Compost / General,Drip,0.0
Banana,Clay,122,52,190,6.5,29,58,79,67,Organic Compost / General,Drip,0.0
Banana,Clay,128,50,202,7.6,38,31,44,170,Organic Compost / General,Drip,0.0
Grapes,Sandy Loam,55,40,127,7.7,30,87,85,124,Organic Compost / General,Drip,0.0
Mungbean,Sandy Loam,11,18,60,6.2,16,47,61,198,DAP,Sprinkler,0.0
Jute,Clay,12,3,35,6.1,25,38,29,151,Urea,Flood,0.0
Grapes,Sandy Loam,61,87,152,7.0,17,50,78,179,Organic Compost / General,Drip,0.0
Apple,Clay Loam,55,48,114,6.5,21,85,37,105,Urea,Drip,0.0
Pigeonpeas,Loamy,22,39,11,5.9,24,90,94,141,SSP,Drip,0.0
Watermelon,Sandy,106,33,68,5.8,32,71,42,134,Organic Compost / General,Drip,0.0
Watermelon,Sandy,12,43,74,6.0,22,63,91,207,Urea,Drip,0.0
Mango,Loamy,69,28,116,7.1,29,60,70,168,Organic Compost / General,Drip,0.0
Mothbeans,Sandy,0,46,33,6.8,20,59,94,52,Organic Compost / General,Drip,0.0
Orange,Black,81,28,78,6.5,24,66,34,190,SSP,Drip,0.0
Kidneybeans,Sandy Loam,1,26,35,6.1,26,55,92,119,Ammonium Sulphate,Sprinkler,0.0
Chickpea,Loamy,0,74,8,5.8,24,49,24,111,MOP,Sprinkler,0.0
Watermelon,Sandy,55,58,84,5.7,35,76,32,153,Organic Compost / General,Drip,0.0
Cotton,Black,112,25,28,7.7,21,81,63,124,MOP,Drip,0.0
Coconut,Red,109,32,134,6.6,29,47,49,225,Organic Compost / General,Basin,0.0
Orange,Black,120,46,55,5.9,31,78,20,117,MOP,Drip,0.0
Kidneybeans,Sandy Loam,25,43,19,6.2,38,61,60,145,Organic Compost / General,Sprinkler,0.0
Mothbeans,Sandy,0,14,6,6.7,35,34,30,56,SSP,Drip,0.0
Rice,Clay,94,17,36,6.8,29,52,35,16,DAP,Flood,75.0
Banana,Clay,119,55,176,7.6,29,48,41,86,Organic Compost / General,Drip,0.0
Mothbeans,Sandy,0,44,3,6.6,21,84,49,66,Organic Compost / General,Drip,0.0
Orange,Black,104,49,82,6.6,24,60,65,241,Organic Compost / General,Drip,0.0
Rice,Clay,53,59,33,5.8,21,35,64,137,Urea,Flood,0.0
Pomegranate,Sandy,88,51,116,7.9,25,43,62,80,Organic Compost / General,Drip,0.0
Chickpea,Loamy,0,72,18,6.7,33,45,82,75,Organic Compost / General,Sprinkler,0.0
Blackgram,Loamy,5,63,39,7.5,31,32,68,199,Organic Compost / General,Furrow,0.0
Apple,Clay Loam,103,34,113,6.6,25,51,21,141,Organic Compost / General,Drip,0.0
Banana,Clay,124,78,222,5.6,38,85,23,165,Organic Compost / General,Drip,0.0
Jute,Clay,46,60,56,6.5,33,49,81,233,Organic Compost / General,Flood,0.0
Maize,Sandy Loam,92,55,35,6.0,21,42,62,230,Organic Compost / General,Furrow,0.0
Banana,Clay,139,53,147,6.1,31,50,82,119,MOP,Drip,0.0
Pomegranate,Sandy,42,37,98,6.1,33,85,76,242,Organic Compost / General,Drip,0.0
Mothbeans,Sandy,21,22,35,6.6,27,49,42,223,Organic Compost / General,Drip,0.0
Mango,Loamy,67,49,82,5.7,27,42,28,184,Organic Compost / General,Drip,0.0
Mothbeans,Sandy,0,18,0,6.7,34,41,89,13,SSP,Drip,0.0
Watermelon,Sandy,47,41,112,6.1,22,64,84,31,Organic Compost / General,Drip,0.0
Pigeonpeas,Loamy,39,66,21,5.9,32,73,46,18,Organic Compost / General,Drip,0.0
Jute,Clay,82,42,13,7.2,18,37,40,0,Organic Compost / General,Flood,60.0
Chickpea,Loamy,0,70,18,6.5,32,67,50,193,Organic Compost / General,Sprinkler,0.0
