crop_type,soil_moisture_%,soil_pH,nitrogen_ppm,phosphorus_ppm,potassium_ppm,temperature_C,rainfall_mm,humidity_%,sunlight_hours,row_spacing_cm,plant_spacing_cm,plant_density_per_sqm,pesticide_usage_ml,total_days,NDVI_index,yield_kg_per_ha
cotton,58.59,5.71,119.75,20.37,80.38,29.91,438.59,68.74,5.54,54.65,18.6,9.84,321.17,118,0.525,2353.79
soybean,50.2,5.84,63.16,76.62,93.05,20.49,937.51,81.59,8.28,25.9,11.22,34.42,397.5,134,0.758,2172.24
maize,56.84,5.53,78.91,20.14,73.88,34.63,1073.84,50.87,8.19,55.92,19.98,8.95,186.37,110,0.809,6208.46
soybean,84.53,6.17,46.67,52.1,75.36,20.33,445.63,67.87,5.41,33.07,15.41,19.62,129.45,130,0.737,2271.75
wheat,82.67,5.95,95.76,77.25,37.77,27.33,1176.9,70.48,8.0,17.61,8.5,66.83,124.93,120,0.715,3910.96
maize,60.71,6.38,115.8,71.73,64.3,24.68,1195.54,78.55,6.27,62.81,29.9,5.32,313.64,114,0.853,8466.36
maize,53.7,7.46,51.55,43.21,76.5,25.82,735.28,54.27,7.91,57.13,25.57,6.84,376.15,147,0.598,7248.68
rice,47.15,6.91,87.54,62.33,33.31,28.19,1121.74,53.2,9.92,18.61,6.71,80.1,345.02,98,0.557,4528.96
rice,68.26,6.96,54.6,44.77,80.26,34.29,416.47,57.06,7.86,19.04,6.39,82.14,143.5,147,0.87,3886.84
maize,63.1,6.96,118.01,29.23,85.94,29.3,740.35,70.45,5.98,70.1,31.3,4.56,408.8,135,0.641,7685.68
maize,79.94,5.93,97.49,78.65,97.05,28.18,718.46,81.9,5.01,60.91,23.38,7.02,468.16,114,0.715,6460.01
rice,41.92,6.22,98.9,43.66,35.56,24.52,983.48,55.66,6.62,25.41,8.93,44.08,23.24,103,0.546,4360.3
maize,56.59,5.89,92.76,44.66,89.22,25.77,419.35,84.91,9.16,61.37,28.27,5.76,289.02,103,0.696,5904.26
cotton,48.38,6.66,62.37,63.35,46.46,28.67,656.44,79.59,7.19,57.79,20.14,8.59,234.72,140,0.535,2634.97
wheat,85.08,6.06,61.18,30.3,91.04,33.93,975.82,61.75,5.17,10.0,3.94,253.96,496.2,132,0.637,5016.49
cotton,69.46,6.85,54.96,76.26,75.12,34.84,774.31,55.94,6.72,62.01,25.03,6.44,93.95,109,0.831,2567.85
maize,65.97,5.68,105.51,55.77,34.43,26.8,777.97,82.48,7.6,54.78,19.77,9.23,248.59,125,0.586,6589.44
rice,46.53,5.8,85.16,69.43,95.24,33.02,822.87,72.9,5.44,27.17,13.07,28.15,310.8,127,0.716,4364.31
rice,88.85,6.28,96.17,50.73,73.63,33.21,414.15,62.53,8.32,27.52,8.54,42.55,318.88,106,0.554,3466.75
rice,62.41,6.86,62.73,34.29,30.7,19.48,576.95,51.35,7.72,22.95,9.27,47.02,270.18,134,0.77,3545.95
wheat,49.64,6.14,76.92,22.04,76.27,26.09,724.81,79.74,5.42,11.4,5.68,154.42,30.17,134,0.792,4285.9
cotton,79.34,6.24,62.44,67.68,95.89,28.3,995.5,79.75,8.55,57.26,27.79,6.28,290.87,146,0.668,2233.24
wheat,56.21,5.77,75.48,77.91,71.12,21.55,412.57,83.87,8.32,10.0,3.43,291.58,395.56,126,0.884,4416.93
rice,54.74,6.32,103.23,64.14,96.7,26.9,888.7,51.67,9.91,16.74,5.82,102.71,85.7,130,0.871,3418.96
soybean,42.09,6.37,65.76,56.19,92.13,26.77,763.88,60.59,9.57,30.29,13.25,24.91,235.86,136,0.88,1942.04
soybean,40.38,6.89,86.71,64.96,84.21,23.18,585.9,66.15,9.23,27.58,8.48,42.77,497.42,130,0.751,2247.77
cotton,40.35,7.02,50.05,32.17,31.75,24.52,629.06,81.92,5.05,67.69,26.61,5.55,411.17,122,0.804,2820.16
maize,79.21,6.18,59.85,66.19,65.28,22.96,772.81,63.28,9.18,66.83,26.58,5.63,410.11,141,0.593,6890.81
cotton,60.97,5.79,83.05,68.21,67.99,27.86,1166.99,70.93,9.8,56.53,19.06,9.28,127.09,102,0.548,3032.05
wheat,57.19,7.46,79.56,61.4,88.76,21.21,617.73,54.72,7.6,18.34,8.88,61.38,47.08,96,0.808,4285.08
cotton,72.21,7.47,72.33,62.85,81.86,33.97,426.59,83.58,8.1,63.08,25.99,6.1,178.86,116,0.546,2463.87
cotton,60.03,5.59,88.46,72.75,63.47,32.37,694.66,56.19,6.48,61.22,30.15,5.42,135.74,147,0.577,2363.33
cotton,80.03,6.71,85.49,61.88,95.3,27.68,850.96,74.25,8.14,61.86,29.14,5.55,397.01,128,0.811,2195.56
maize,60.03,7.29,72.52,45.8,94.31,26.35,687.69,75.69,6.69,54.34,22.59,8.15,62.5,129,0.874,7152.97
maize,73.02,6.55,105.79,40.02,93.0,34.97,749.7,74.68,9.33,57.02,26.41,6.64,122.3,108,0.629,7167.67
soybean,44.05,7.03,48.82,35.28,92.12,31.16,838.24,70.51,6.37,20.3,8.7,56.62,89.38,146,0.524,2078.14
rice,79.46,7.13,53.11,23.04,70.09,18.88,924.03,84.26,5.8,21.53,9.11,51.0,426.92,126,0.745,4089.0
cotton,59.46,5.74,80.97,61.76,79.89,23.37,1123.7,58.33,5.55,65.37,28.5,5.37,457.39,96,0.631,2248.78
wheat,57.51,6.72,84.54,24.36,52.8,30.63,1085.52,67.74,7.79,20.82,9.5,50.54,452.82,103,0.855,4463.85
wheat,89.22,7.01,47.91,23.14,40.66,27.24,713.76,61.05,6.61,20.52,7.05,69.15,159.32,140,0.887,4421.74
cotton,74.18,6.45,74.62,68.47,40.9,28.81,478.09,59.93,9.31,57.0,26.43,6.64,358.82,90,0.822,2884.61
cotton,49.42,5.56,67.04,68.24,77.31,25.26,411.28,60.97,5.78,63.83,21.01,7.46,263.42,142,0.876,2812.17
rice,67.36,7.17,43.41,28.08,80.88,29.73,434.91,57.43,5.15,27.0,12.06,30.72,52.47,112,0.773,3781.27
wheat,54.64,5.88,86.41,68.06,54.13,20.37,893.93,64.85,6.03,21.54,8.68,53.49,427.45,126,0.549,4114.86
rice,64.14,6.52,40.75,43.37,49.69,26.66,888.55,60.73,9.77,21.55,7.32,63.38,440.44,103,0.585,4011.95
cotton,55.87,6.73,66.1,48.37,47.95,32.48,802.07,84.82,7.81,60.21,29.2,5.69,415.67,96,0.794,2240.8
soybean,56.08,5.88,109.58,38.98,43.44,22.08,933.03,64.13,8.14,35.0,11.37,25.14,180.24,143,0.608,1810.41
rice,87.1,6.43,103.96,66.93,72.31,28.24,556.67,76.03,9.04,11.18,4.14,215.76,264.76,98,0.707,3748.28
rice,84.39,6.77,100.74,51.93,93.66,19.46,746.21,65.4,5.88,20.74,6.46,74.65,189.22,107,0.607,4798.86
rice,45.54,6.35,95.83,47.85,63.23,20.65,531.35,82.14,5.58,32.66,13.53,22.63,149.2,96,0.658,3976.6
maize,50.9,6.84,45.11,33.86,44.9,29.38,807.26,51.58,9.21,54.18,20.96,8.81,85.63,104,0.744,7832.64
cotton,87.75,6.22,44.57,32.66,39.94,19.4,448.05,75.84,7.26,54.6,23.57,7.77,91.37,127,0.771,2495.51
maize,84.7,5.51,113.84,72.91,36.73,27.43,973.62,78.12,5.84,57.94,27.49,6.28,405.51,115,0.571,6454.55
maize,53.89,6.69,84.76,27.29,93.41,27.67,1136.93,58.65,9.68,57.88,22.27,7.76,462.0,91,0.639,6094.23
cotton,55.21,5.65,94.22,29.08,57.38,24.73,700.43,78.53,7.91,59.06,18.97,8.93,49.44,98,0.685,2732.99
soybean,47.8,6.23,49.65,27.62,52.42,24.33,554.1,82.03,9.04,30.67,12.56,25.97,472.38,129,0.555,1817.72
cotton,72.22,6.43,87.95,46.22,36.64,21.6,484.28,68.8,9.1,59.06,19.67,8.61,356.59,123,0.527,2542.44
rice,79.13,6.18,70.38,28.65,32.87,22.45,428.42,79.82,8.55,13.88,4.93,146.2,90.65,125,0.743,3318.65
maize,62.17,7.3,73.93,52.42,87.43,22.88,976.53,53.32,6.81,60.55,28.97,5.7,237.35,117,0.532,7209.05
cotton,60.73,6.24,69.02,36.72,76.39,28.26,410.01,59.2,7.42,59.0,26.65,6.36,469.14,90,0.535,2681.22
wheat,49.62,6.49,87.01,56.12,51.32,28.01,1100.88,72.8,9.69,18.06,8.87,62.43,203.0,111,0.76,5013.93
rice,50.39,6.24,87.79,45.85,75.74,33.95,983.85,67.59,6.08,25.62,12.43,31.4,87.98,91,0.633,3850.37
rice,80.85,5.59,102.15,22.96,44.76,22.98,473.28,66.83,9.89,26.05,9.86,38.93,41.02,116,0.767,3428.59
maize,64.9,6.94,96.39,67.32,84.97,20.89,811.98,64.94,7.16,50.66,24.26,8.14,308.66,93,0.755,6837.25
maize,40.66,5.85,100.72,52.05,54.38,22.85,620.73,69.53,5.4,60.15,21.95,7.58,402.47,100,0.831,7098.35
soybean,43.29,7.05,60.56,37.15,72.06,32.38,677.47,72.97,9.45,24.31,9.72,42.33,78.88,125,0.59,2188.07
cotton,61.74,5.98,108.27,38.79,36.57,19.81,673.2,67.23,9.65,64.89,31.68,4.86,35.65,131,0.756,2221.79
cotton,40.79,5.87,73.31,32.35,56.78,18.01,674.4,53.23,8.23,73.7,34.59,3.92,131.25,112,0.798,2112.88
maize,45.82,6.9,94.92,65.04,85.79,24.92,738.09,53.27,6.93,66.91,31.58,4.73,223.79,120,0.633,7537.55
wheat,86.35,6.12,75.24,60.01,87.44,20.09,964.68,69.21,8.2,11.74,4.59,185.75,173.06,127,0.802,4566.47
wheat,44.58,6.08,85.9,70.8,50.22,30.43,1091.33,72.11,9.52,10.0,4.55,219.73,269.0,114,0.895,3834.14
wheat,80.87,5.72,84.88,30.55,49.49,34.93,952.36,59.67,6.17,19.53,8.16,62.77,200.55,115,0.784,3764.11
soybean,73.57,6.35,54.03,60.15,65.71,21.45,989.21,73.96,7.03,24.75,9.01,44.81,113.6,137,0.505,1758.47
soybean,59.9,5.68,62.42,60.98,92.4,29.47,454.91,78.42,6.4,33.52,15.56,19.17,262.46,109,0.745,1689.36
maize,71.51,6.48,46.06,25.56,77.11,33.57,744.11,66.72,7.3,66.11,23.96,6.31,294.57,134,0.59,6978.4
wheat,42.22,6.71,107.46,22.85,76.76,30.39,986.29,68.46,5.56,10.0,4.78,209.17,264.82,90,0.706,4731.84
cotton,42.13,7.01,108.27,69.46,31.46,18.77,997.68,81.65,8.05,54.46,27.06,6.78,338.7,133,0.881,2305.53
cotton,76.18,7.03,79.05,73.65,48.58,32.17,1175.37,56.89,8.8,60.25,19.89,8.34,188.81,117,0.678,2844.17
rice,86.88,7.11,60.41,67.54,42.4,30.32,670.91,50.69,7.72,20.95,7.97,59.88,129.94,107,0.638,4156.42
rice,65.66,7.24,100.33,29.83,40.28,21.96,1143.24,82.27,8.85,28.36,8.76,40.26,241.8,97,0.55,3354.08
rice,68.49,6.3,88.82,64.34,80.04,23.7,1137.07,77.21,8.25,22.23,7.99,56.29,77.53,101,0.762,3691.67
rice,67.28,5.58,92.65,20.85,70.1,26.18,560.11,84.1,8.14,27.23,9.7,37.85,70.55,149,0.856,4118.49
maize,88.73,6.99,48.56,38.65,77.88,34.45,826.04,59.65,8.52,55.61,18.4,9.77,466.44,102,0.892,5802.92
rice,64.77,5.71,82.07,72.75,47.56,23.52,669.56,79.09,9.73,26.51,10.96,34.42,335.1,105,0.715,3742.96
rice,63.31,6.29,83.44,59.65,87.59,23.51,780.87,62.33,9.1,19.02,7.76,67.74,147.05,141,0.535,3690.35
wheat,83.06,6.16,100.9,75.25,54.22,28.03,442.99,57.31,5.42,13.76,6.53,111.4,320.97,123,0.761,4328.8
wheat,45.04,6.97,62.59,25.05,87.46,27.89,470.52,73.02,7.19,16.62,6.67,90.23,467.93,119,0.837,4692.78
wheat,77.72,6.15,101.21,54.35,52.46,33.39,693.25,84.07,6.9,10.98,3.73,244.04,359.68,140,0.891,4724.3
wheat,79.33,6.9,42.62,61.96,55.67,34.64,1171.86,65.8,8.86,10.0,3.6,277.78,10.99,135,0.811,4529.71
soybean,71.43,7.39,70.49,47.43,59.43,28.1,432.97,58.2,9.44,26.12,10.25,37.37,336.39,131,0.707,1774.39
rice,55.21,6.27,64.52,33.14,34.04,23.69,1175.36,67.12,9.37,17.27,8.53,67.88,291.06,132,0.857,3343.06
cotton,67.78,7.44,44.8,31.59,74.35,24.91,1131.51,74.89,9.28,69.52,22.46,6.4,278.0,116,0.721,2507.01
maize,71.29,6.55,57.91,79.91,33.59,21.52,1121.35,69.97,9.17,52.23,16.5,11.61,110.87,91,0.66,5790.95
cotton,51.55,7.01,84.67,28.75,83.99,24.15,1181.1,61.8,5.75,71.42,28.54,4.91,445.8,139,0.736,2310.68
cotton,67.82,6.32,55.27,63.01,75.04,33.88,1185.1,79.38,7.88,58.76,27.37,6.22,105.9,131,0.531,2879.78
wheat,53.39,5.75,65.59,78.57,72.94,18.72,699.02,62.54,7.24,12.82,4.79,162.88,471.19,128,0.5,4670.21
wheat,86.26,6.58,118.69,58.66,56.66,32.47,916.78,76.08,6.82,22.2,7.56,59.59,498.0,148,0.557,3983.9
soybean,53.97,6.03,92.39,42.8,48.14,25.64,489.48,64.47,9.22,27.0,10.32,35.91,262.88,118,0.714,2301.31
cotton,89.59,6.79,94.08,54.58,34.85,20.56,747.39,51.51,7.2,58.97,29.34,5.78,470.38,143,0.741,2605.49
maize,79.55,6.03,95.43,34.74,69.06,19.41,1006.18,80.64,7.16,55.56,23.65,7.61,332.01,96,0.585,6124.38
rice,84.14,6.1,43.41,20.54,86.81,19.36,432.52,68.71,9.44,24.11,8.53,48.65,453.11,104,0.765,3970.2
soybean,50.0,7.08,87.5,34.45,71.92,18.42,883.21,73.35,7.29,32.78,15.89,19.2,287.67,104,0.85,2242.69
maize,83.7,7.03,105.75,47.62,30.94,20.05,548.25,50.71,8.29,63.11,21.41,7.4,480.62,96,0.6,5985.26
soybean,61.36,5.91,66.85,71.87,40.26,18.65,1057.14,52.53,8.4,29.38,9.48,35.9,10.88,105,0.547,2277.67
wheat,45.68,5.81,83.0,66.28,43.56,28.98,1112.19,75.43,6.94,18.72,8.95,59.68,424.64,116,0.788,4123.51
cotton,67.84,5.69,62.66,78.14,96.77,31.56,976.55,60.3,7.08,59.08,23.83,7.1,56.01,128,0.733,3041.95
wheat,63.12,6.76,55.81,66.12,34.75,31.56,1084.44,59.1,5.92,10.0,4.78,209.11,428.63,139,0.547,3740.61
cotton,77.22,7.05,96.59,65.4,57.87,34.28,932.62,73.79,6.85,64.4,30.71,5.06,36.55,107,0.671,2869.71
rice,74.44,6.57,118.1,79.76,88.12,34.04,1110.67,74.5,8.53,22.07,9.87,45.9,21.97,146,0.719,4143.94
wheat,42.01,7.4,108.9,50.98,69.72,21.09,462.93,66.59,5.32,10.93,4.55,200.98,332.91,112,0.648,4106.34
rice,67.16,7.42,116.26,37.81,44.92,23.73,869.71,77.29,9.87,10.0,4.63,215.84,384.83,123,0.878,3620.77
wheat,54.51,6.55,91.69,69.7,81.96,34.68,498.4,66.44,7.16,10.74,3.97,234.61,305.67,126,0.636,4620.4
cotton,73.99,7.34,60.82,64.58,54.44,34.9,525.76,54.66,5.99,57.78,26.37,6.56,491.72,105,0.522,2445.09
wheat,43.02,6.28,65.6,54.16,85.07,19.73,705.81,67.89,7.25,10.0,3.36,297.5,326.04,128,0.632,3948.34
rice,51.9,7.4,46.3,27.58,50.2,27.8,585.86,75.86,6.3,17.3,5.51,104.83,69.85,104,0.695,4185.5
wheat,77.94,6.97,71.68,79.68,83.99,30.71,915.93,57.89,5.04,12.11,5.47,150.87,13.54,93,0.554,3630.13
rice,41.75,6.9,85.21,47.66,45.79,21.48,523.66,73.19,9.88,15.01,5.84,114.03,466.87,148,0.509,4124.65
rice,69.76,5.51,60.39,46.67,34.28,22.09,957.05,65.2,9.12,29.32,13.8,24.73,231.32,98,0.829,4096.86
maize,40.79,5.91,54.4,23.26,58.39,30.2,904.62,60.66,9.09,58.58,28.94,5.9,411.36,99,0.716,7700.54
soybean,47.5,5.6,53.88,27.84,35.32,31.09,547.53,79.71,7.63,33.53,10.81,27.59,349.77,131,0.601,2028.73
maize,54.14,7.45,74.19,29.69,77.86,29.3,1089.39,77.7,6.87,52.32,19.01,10.05,199.91,142,0.863,6760.92
soybean,81.54,5.96,43.29,71.47,74.79,31.98,577.74,64.48,7.25,28.52,9.82,35.71,19.91,139,0.622,2030.52
maize,56.82,6.76,114.74,46.84,63.69,25.17,1197.61,61.33,6.73,54.12,18.43,10.02,215.95,125,0.56,6656.58
maize,55.45,6.99,81.48,26.74,40.02,29.65,593.7,73.55,5.38,64.69,25.79,5.99,53.41,146,0.616,6028.55
soybean,44.74,7.26,119.69,30.27,76.49,32.22,878.18,68.02,7.59,39.82,19.25,13.04,60.98,119,0.566,1925.71
wheat,64.54,7.33,73.37,45.79,48.68,34.64,425.26,52.36,8.18,12.41,3.73,215.88,235.56,146,0.662,4404.25
maize,66.84,5.76,49.05,33.16,40.31,21.26,489.52,51.36,9.97,66.2,30.96,4.88,496.91,102,0.526,6049.62
maize,55.13,5.86,57.13,27.06,92.86,28.21,965.86,78.08,9.07,50.97,24.6,7.97,150.89,136,0.724,6004.81
wheat,52.95,5.84,66.08,69.07,84.37,24.72,604.97,80.5,6.96,17.01,7.35,80.05,85.3,119,0.673,3822.77
wheat,42.01,7.0,60.75,75.86,37.12,27.32,1127.46,71.13,7.67,15.04,6.0,110.76,326.38,123,0.728,4487.83
maize,63.08,5.7,61.64,31.78,76.29,31.92,943.32,50.59,7.24,54.11,25.58,7.22,201.6,146,0.768,6365.85
rice,78.26,5.58,55.33,35.13,43.23,30.63,1029.74,65.63,7.89,19.14,6.49,80.5,451.44,141,0.722,3797.38
cotton,71.47,6.49,42.22,24.53,47.7,31.6,1073.69,62.71,6.35,66.04,22.42,6.75,183.17,147,0.669,2319.99
wheat,82.91,5.89,59.57,44.84,94.69,27.0,800.2,83.35,6.77,10.0,3.72,268.48,467.11,103,0.603,3987.22
maize,64.81,7.42,89.55,59.88,72.98,25.76,833.54,53.05,5.68,60.71,18.65,8.83,190.55,135,0.782,7071.76
cotton,58.72,5.53,94.23,67.83,42.93,23.71,998.58,50.39,8.52,61.31,24.49,6.66,426.02,132,0.53,2556.99
maize,43.17,5.77,81.61,48.84,62.0,24.08,534.79,58.06,7.88,71.35,30.94,4.53,47.53,127,0.64,6055.3
maize,51.69,6.22,78.78,38.79,90.66,25.61,815.17,84.46,5.04,59.99,22.93,7.27,446.46,108,0.523,7619.39
cotton,86.23,6.26,74.91,54.05,97.06,29.81,409.67,62.64,9.68,58.46,25.02,6.84,415.78,110,0.566,2910.88
soybean,88.17,5.92,86.09,23.47,94.95,29.54,1086.99,84.15,5.54,27.21,13.4,27.42,393.46,140,0.657,1826.82
wheat,48.57,6.88,110.76,79.54,38.44,23.9,667.63,52.2,8.26,13.84,5.46,132.36,10.7,148,0.584,3869.84
soybean,82.91,6.97,71.56,60.95,33.18,34.61,1059.4,82.4,8.43,27.56,8.77,41.35,196.97,115,0.523,2289.26
soybean,86.15,7.29,116.19,74.73,85.72,20.17,607.67,70.0,8.48,34.6,17.12,16.88,430.46,127,0.869,2337.29
rice,51.21,6.27,112.99,63.03,61.73,29.91,443.68,63.89,8.01,16.61,5.46,110.24,442.97,100,0.895,4022.78
cotton,48.54,7.19,61.89,79.73,57.51,24.45,665.59,68.51,9.05,64.25,27.9,5.58,276.13,134,0.55,2737.97
rice,70.58,6.76,48.69,36.56,57.8,31.11,1158.72,83.39,9.0,22.57,10.65,41.61,357.43,102,0.515,3751.21
rice,88.82,6.71,76.14,39.9,56.13,22.14,1043.24,52.14,5.06,14.06,7.0,101.62,497.17,139,0.826,3568.07
soybean,66.07,6.06,108.88,45.37,75.75,30.91,826.16,81.5,5.25,35.2,17.06,16.66,358.73,105,0.759,2195.14
wheat,61.98,5.65,41.17,58.22,63.05,32.69,1092.69,77.79,9.83,23.17,8.39,51.42,484.28,126,0.615,4173.39
soybean,40.59,5.89,73.84,66.88,37.7,23.26,768.49,58.5,6.65,19.64,8.29,61.43,37.65,113,0.743,2017.85
soybean,48.81,7.46,68.63,54.16,42.42,30.37,721.18,51.71,5.78,22.19,10.91,41.3,456.33,111,0.778,1925.62
maize,83.6,7.34,75.45,35.52,93.37,28.77,608.95,57.9,5.91,53.69,19.48,9.56,198.16,148,0.802,6338.05
maize,73.56,7.27,71.35,31.24,55.1,19.33,407.0,65.8,9.67,59.02,28.01,6.05,320.78,143,0.552,6922.62
cotton,40.35,6.8,81.01,42.8,91.65,34.32,803.59,66.5,9.87,64.47,25.97,5.97,417.18,125,0.764,2831.15
rice,77.14,5.8,51.26,33.63,85.35,28.47,1060.22,79.35,8.54,22.2,7.91,56.96,118.76,118,0.557,3899.5
cotton,85.56,6.39,70.54,79.76,50.85,25.56,787.91,59.28,9.21,64.44,23.47,6.61,45.4,142,0.626,2308.42
soybean,72.87,5.84,53.62,35.95,36.03,18.1,1159.09,58.48,6.5,31.49,11.08,28.67,252.94,130,0.849,1749.29
cotton,58.0,5.65,118.48,54.12,86.69,28.63,486.12,71.58,7.48,51.06,22.9,8.55,78.17,118,0.817,2470.62
soybean,87.7,5.53,101.6,32.86,75.5,34.31,1058.03,78.26,5.25,32.53,10.01,30.71,441.32,98,0.856,1958.06
cotton,89.53,5.72,55.64,65.41,50.8,24.65,1071.2,73.76,9.07,56.78,19.5,9.03,141.47,94,0.793,2872.85
rice,74.77,7.46,107.59,27.41,30.42,19.85,775.89,76.32,9.72,15.29,5.51,118.77,175.11,127,0.696,4294.98
soybean,66.88,5.81,40.48,55.05,58.38,29.5,784.15,72.82,7.98,31.06,15.46,20.82,71.95,90,0.626,1783.62
wheat,51.57,6.99,69.08,47.7,80.84,24.79,761.31,63.94,8.62,10.0,4.22,236.9,58.37,125,0.546,3796.64
rice,87.94,7.46,88.77,67.2,58.44,32.49,557.94,63.69,7.21,29.55,11.29,29.96,375.63,122,0.788,3735.35
cotton,65.16,5.89,97.37,24.36,96.66,28.67,411.76,68.22,8.4,60.27,20.4,8.13,144.85,140,0.862,2673.89
soybean,86.09,6.47,109.89,50.57,86.13,32.96,640.32,77.81,9.48,25.42,10.16,38.72,398.51,106,0.712,2223.55
rice,55.94,6.78,113.52,62.07,83.98,34.54,813.73,66.13,8.67,23.16,11.36,38.0,351.33,98,0.881,3466.11
soybean,56.88,6.86,111.14,31.47,89.01,26.49,754.1,65.45,5.9,25.27,8.53,46.42,307.28,109,0.778,2346.12
rice,51.8,6.89,76.07,77.82,74.7,23.35,1018.04,76.88,5.12,17.29,6.7,86.38,226.09,124,0.678,3620.09
wheat,64.29,6.65,81.09,25.33,30.92,28.51,479.42,73.85,8.63,22.0,6.69,67.96,374.43,124,0.771,4080.89
soybean,59.21,6.48,62.47,31.66,81.59,22.75,735.05,73.83,8.98,33.3,15.94,18.84,473.63,103,0.533,1893.33
maize,52.21,5.51,50.49,76.55,66.13,32.51,929.36,61.77,8.74,47.42,14.57,14.48,151.65,107,0.793,6266.43
soybean,69.0,6.15,106.98,36.32,93.2,23.9,593.08,62.54,6.64,30.66,12.46,26.17,240.9,146,0.744,1854.98
soybean,53.75,7.48,102.89,20.3,78.19,26.18,887.15,65.19,8.28,27.53,12.61,28.81,359.79,138,0.566,2235.08
soybean,77.91,6.69,42.03,51.65,44.67,22.03,958.17,68.6,7.26,29.28,12.51,27.31,28.72,131,0.794,2294.39
wheat,42.82,6.23,115.11,59.01,94.83,31.82,654.74,70.63,7.62,18.01,5.57,99.66,496.84,148,0.714,4682.48
wheat,67.76,6.68,85.34,78.13,46.45,31.95,1010.55,77.78,9.02,13.0,4.99,154.23,401.95,99,0.757,4548.96
soybean,55.03,5.82,42.95,38.2,98.65,20.08,929.14,69.28,5.87,33.49,15.86,18.83,83.15,141,0.796,1981.71
rice,45.4,5.9,81.63,73.67,72.73,23.31,968.84,80.14,9.22,19.92,7.81,64.24,401.74,90,0.798,4014.42
rice,46.51,6.66,96.67,25.09,63.44,21.7,848.23,53.58,6.93,17.96,6.38,87.31,72.66,119,0.896,3820.8
cotton,86.58,6.38,107.65,69.52,34.14,18.73,725.87,62.36,9.95,60.14,29.61,5.61,241.2,119,0.706,2575.91
wheat,47.8,5.64,47.04,57.2,88.96,30.56,814.14,65.25,6.0,12.05,3.94,210.36,7.32,145,0.798,4693.68
cotton,81.25,6.3,80.72,75.22,47.58,32.49,507.09,60.61,9.3,61.68,20.67,7.84,377.63,94,0.596,2234.93
rice,66.81,6.91,84.66,47.41,67.18,32.99,489.04,83.45,7.19,17.61,7.21,78.8,109.17,149,0.832,4144.09
cotton,70.11,6.13,74.08,34.01,91.36,18.37,441.55,64.99,6.9,60.21,24.51,6.77,53.5,126,0.703,2863.59
maize,66.22,6.38,51.92,35.58,71.91,27.84,469.76,56.62,5.43,45.04,16.28,13.64,227.9,97,0.721,5715.03
wheat,58.95,5.79,79.64,24.98,55.59,22.61,1039.04,73.18,5.87,17.96,8.66,64.29,164.52,111,0.694,3897.98
cotton,58.53,6.7,105.16,37.79,44.45,21.57,777.42,64.75,8.85,58.43,24.17,7.08,419.39,91,0.7,2498.46
soybean,56.67,7.17,68.82,51.4,60.63,30.33,512.24,51.18,8.97,32.59,14.86,20.66,228.72,116,0.561,2224.54
wheat,76.18,5.9,112.98,28.42,98.92,19.93,458.16,69.08,8.56,12.61,5.71,138.93,102.8,92,0.535,4224.53
wheat,78.02,5.8,40.49,23.22,39.76,20.6,911.98,78.8,7.56,16.21,7.34,84.09,363.2,117,0.675,4265.33
maize,42.36,5.56,116.02,29.99,44.57,19.86,490.84,58.67,9.46,57.28,24.36,7.16,286.39,115,0.863,7207.24
wheat,65.49,5.52,41.42,51.6,43.0,22.38,648.74,73.33,9.61,18.22,6.48,84.7,309.33,109,0.516,4600.26
maize,56.51,6.62,51.0,20.74,38.25,30.5,1165.76,67.47,6.0,59.08,22.28,7.6,112.06,94,0.712,7455.29
maize,48.43,5.54,43.31,75.26,89.16,25.74,853.97,65.98,5.94,61.16,21.03,7.77,241.03,146,0.766,6746.81
soybean,53.26,5.99,99.47,47.67,86.35,27.66,693.45,82.84,6.47,34.58,12.24,23.63,336.86,146,0.64,1936.25
cotton,55.9,5.89,72.51,29.6,48.04,25.3,912.62,78.47,7.73,58.02,18.27,9.43,373.56,140,0.529,2857.96
wheat,60.97,6.66,62.48,26.0,92.25,18.6,493.8,71.84,5.79,14.88,5.93,113.39,53.65,128,0.883,5095.81
wheat,43.82,6.28,85.82,68.33,64.38,30.4,835.28,60.11,6.44,10.0,3.61,277.1,145.85,115,0.864,4704.42
wheat,80.73,6.91,79.63,52.12,51.77,33.57,681.06,54.21,8.3,19.8,8.24,61.29,473.72,142,0.649,4044.69
cotton,84.14,6.92,54.84,21.02,57.82,34.14,403.28,83.57,6.0,58.45,19.53,8.76,247.23,112,0.687,3012.05
wheat,40.73,6.77,57.82,58.41,99.49,18.87,512.03,63.55,5.89,15.08,6.58,100.73,170.37,98,0.509,3990.19
soybean,49.44,5.59,107.01,32.51,54.19,30.98,1093.6,73.46,8.97,29.07,9.83,34.98,90.7,128,0.519,2256.56
maize,78.89,5.9,60.86,55.82,70.35,34.77,787.17,59.06,7.82,64.83,21.3,7.24,137.64,126,0.674,6748.24
maize,70.66,6.11,79.8,70.43,48.2,34.45,929.86,65.38,7.64,52.99,25.66,7.35,203.96,120,0.745,7065.09
maize,74.44,5.77,63.91,67.58,84.63,25.42,865.0,72.58,6.4,68.29,30.03,4.88,200.06,122,0.592,6068.34
wheat,70.56,6.65,96.77,54.15,33.35,30.54,511.42,78.79,6.94,10.0,4.38,228.42,442.13,129,0.531,4058.49
